"doc_id","term","freq"
"121","import","1"
"121","induct","2"
"121","neural","1"
"121","neuron","3"
"121","respons","1"
"121","role","2"
"121","slice","1"
"121","statement","1"
"121","sub","2"
"121","sup","1"
"121","synapt","1"
"121","affect","1"
"121","damag","1"
"121","diseas","1"
"121","high","1"
"121","like","1"
"121","metabol","1"
"121","patholog","1"
"121","wide","1"
"121","condit","2"
"121","consid","1"
"121","modul","2"
"121","occur","1"
"121","well","1"
"121","acut","1"
"121","experiment","1"
"121","howev","1"
"121","male","1"
"121","potenti","4"
"121","studi","1"
"121","suggest","1"
"121","viabl","1"
"121","find","1"
"121","might","1"
"121","show","1"
"121","sinc","1"
"121","therapeut","2"
"121","thus","1"
"121","compromis","1"
"121","approach","1"
"121","clinic","1"
"121","cortic","1"
"121","imag","1"
"121","matter","1"
"121","specif","1"
"121","support","1"
"121","balanc","1"
"121","electrophysiolog","1"
"121","reduc","1"
"121","unclear","1"
"121","signific","2"
"121","situat","1"
"121","spread","3"
"121","target","1"
"121","depend","1"
"121","generat","1"
"121","extent","1"
"121","ksup","1"
"121","relev","1"
"121","spontan","1"
"121","characterist","1"
"121","hallmark","1"
"121","corrobor","1"
"121","option","1"
"121","previous","1"
"121","mani","1"
"121","contain","1"
"121","propag","7"
"121","restrict","1"
"121","alreadi","1"
"121","focal","6"
"121","extracellular","1"
"121","tissu","2"
"121","cbl","1"
"121","csf","1"
"121","action","2"
"121","space","1"
"121","vari","2"
"121","larg","1"
"121","notion","1"
"121","less","1"
"121","voltageg","2"
"121","load","1"
"121","suppress","1"
"121","downstream","2"
"121","ionic","1"
"121","wave","1"
"121","sodium","4"
"121","global","1"
"121","expect","1"
"121","abolish","1"
"121","acsf","1"
"121","ambigu","1"
"121","amplitud","1"
"121","artifici","1"
"121","blockad","2"
"121","burden","1"
"121","burst","2"
"121","consequenti","1"
"121","degre","1"
"121","depolar","5"
"121","elicit","1"
"121","gray","1"
"121","nasubv","2"
"121","paradigm","2"
"121","sdassoci","2"
"121","sds","4"
"121","singlephoton","1"
"121","submedi","1"
"121","superfus","1"
"121","supsub","1"
"121","tetrodotoxin","1"
"121","treatmentbsignific","1"
"121","ttx","3"
"121","underappreci","1"
"121","wholecel","1"
"122","activ","2"
"122","effect","1"
"122","induc","1"
"122","use","1"
"122","addit","1"
"122","brain","1"
"122","character","1"
"122","express","1"
"122","may","1"
"122","mechan","1"
"122","mediat","1"
"122","respons","1"
"122","can","1"
"122","common","1"
"122","diseas","1"
"122","improv","1"
"122","inflammatori","1"
"122","link","2"
"122","often","1"
"122","patient","1"
"122","progress","1"
"122","review","1"
"122","manag","1"
"122","occur","1"
"122","chang","1"
"122","death","1"
"122","epilepsi","4"
"122","potenti","2"
"122","seizur","7"
"122","studi","1"
"122","suggest","1"
"122","daytim","1"
"122","drug","1"
"122","prevent","1"
"122","sinc","1"
"122","sleep","9"
"122","sleepi","1"
"122","better","1"
"122","life","1"
"122","qualiti","2"
"122","relationship","1"
"122","propos","1"
"122","poor","1"
"122","factor","1"
"122","need","1"
"122","neurodegener","1"
"122","neuroinflamm","4"
"122","complex","1"
"122","immun","1"
"122","relev","1"
"122","understand","1"
"122","compar","1"
"122","glial","1"
"122","disrupt","1"
"122","highlight","1"
"122","diagnos","1"
"122","mortal","1"
"122","frequenc","1"
"122","mechanist","1"
"122","disturb","2"
"122","worsen","2"
"122","emerg","1"
"122","side","1"
"122","attribut","1"
"122","intervent","1"
"122","cns","1"
"122","approxim","1"
"122","peopl","1"
"122","epilept","1"
"122","nocturn","1"
"122","insomnia","1"
"122","apnea","1"
"122","obstruct","1"
"122","synerg","1"
"122","depriv","2"
"122","sudden","1"
"122","antiepilept","1"
"122","counterpart","1"
"122","epilepsyrel","1"
"122","intensifi","1"
"122","overlook","1"
"122","physician","1"
"122","psychosoci","1"
"122","sleepmodifi","1"
"122","unexpect","1"
"122","wellrest","1"
"123","activ","1"
"123","associ","1"
"123","caus","1"
"123","induc","1"
"123","mice","2"
"123","treatment","2"
"123","use","1"
"123","addit","1"
"123","also","2"
"123","analysi","1"
"123","character","1"
"123","correct","1"
"123","critic","2"
"123","develop","1"
"123","mous","2"
"123","observ","1"
"123","receptor","1"
"123","respons","2"
"123","result","1"
"123","spike","1"
"123","combin","1"
"123","damag","1"
"123","diseas","1"
"123","epithelium","1"
"123","function","1"
"123","improv","1"
"123","inflamm","1"
"123","inflammatori","2"
"123","level","1"
"123","molecul","1"
"123","patient","1"
"123","progress","1"
"123","protein","1"
"123","sever","3"
"123","includ","1"
"123","individu","2"
"123","moreov","1"
"123","administr","1"
"123","exacerb","1"
"123","increas","2"
"123","inhibit","4"
"123","model","2"
"123","hypothes","1"
"123","prevent","4"
"123","show","1"
"123","thus","2"
"123","exist","1"
"123","recruit","1"
"123","acid","1"
"123","cell","1"
"123","propos","1"
"123","specif","1"
"123","reduc","4"
"123","current","1"
"123","product","1"
"123","signific","2"
"123","therapi","1"
"123","ace","2"
"123","angiotensinconvert","1"
"123","covid","7"
"123","enzym","1"
"123","sarscov","2"
"123","strategi","1"
"123","preclin","1"
"123","injuri","3"
"123","cytokin","2"
"123","explain","1"
"123","infect","1"
"123","proinflammatori","1"
"123","toward","1"
"123","viral","1"
"123","sign","1"
"123","coronavirus","2"
"123","ill","1"
"123","inhibitor","1"
"123","novel","1"
"123","replic","1"
"123","virus","1"
"123","endotheli","1"
"123","domain","1"
"123","promis","1"
"123","focus","1"
"123","maintain","1"
"123","vascular","1"
"123","confirm","1"
"123","surfac","1"
"123","amelior","1"
"123","mmp","4"
"123","lower","1"
"123","infiltr","2"
"123","adhes","1"
"123","mimic","1"
"123","employ","1"
"123","edema","1"
"123","histolog","2"
"123","leukocyt","3"
"123","shed","1"
"123","expect","1"
"123","lung","7"
"123","adam","6"
"123","apratastat","1"
"123","congest","1"
"123","covidrel","1"
"123","disintegrin","1"
"123","endothelium","1"
"123","fibrosi","1"
"123","icam","1"
"123","inflam","2"
"123","instil","1"
"123","intratrach","1"
"123","metalloproteas","1"
"123","neutrophilia","1"
"123","neutrophillymphocyt","1"
"123","nlr","3"
"123","polyc","1"
"123","polyinosinicpolycytidyl","1"
"123","ratio","1"
"123","rbd","1"
"123","receptorbind","1"
"123","sarscovinfect","1"
"123","storm","1"
"123","tmi","1"
"123","vcam","1"
"124","activ","3"
"124","behavior","7"
"124","cognit","1"
"124","disord","1"
"124","effect","1"
"124","evalu","1"
"124","induc","2"
"124","interact","1"
"124","present","2"
"124","separ","11"
"124","social","12"
"124","system","1"
"124","use","1"
"124","analysi","1"
"124","brain","5"
"124","cortex","2"
"124","develop","1"
"124","furthermor","1"
"124","investig","1"
"124","involv","1"
"124","longterm","1"
"124","matur","1"
"124","mechan","1"
"124","neuron","2"
"124","period","1"
"124","physiolog","1"
"124","plastic","1"
"124","postnat","1"
"124","respons","1"
"124","under","1"
"124","can","1"
"124","capac","1"
"124","level","1"
"124","link","1"
"124","posit","1"
"124","sever","2"
"124","individu","1"
"124","marker","1"
"124","report","1"
"124","chang","1"
"124","increas","1"
"124","later","2"
"124","male","1"
"124","rat","2"
"124","studi","1"
"124","suggest","2"
"124","find","1"
"124","hypothalamus","2"
"124","shown","3"
"124","sinc","1"
"124","aim","1"
"124","assess","2"
"124","life","2"
"124","obtain","1"
"124","region","1"
"124","research","1"
"124","subject","1"
"124","time","1"
"124","adulthood","2"
"124","approach","1"
"124","cell","1"
"124","immunohistochemistri","2"
"124","reduc","4"
"124","stress","1"
"124","need","1"
"124","therefor","1"
"124","constitut","1"
"124","earli","1"
"124","interest","1"
"124","day","1"
"124","matern","11"
"124","modifi","1"
"124","understand","1"
"124","disrupt","1"
"124","exposur","4"
"124","consequ","2"
"124","novel","1"
"124","process","2"
"124","basi","1"
"124","novelti","5"
"124","nucleus","4"
"124","emerg","1"
"124","number","1"
"124","focus","1"
"124","proper","1"
"124","expos","1"
"124","wistar","1"
"124","abnorm","1"
"124","cue","1"
"124","medial","4"
"124","less","1"
"124","spent","1"
"124","reward","1"
"124","section","1"
"124","accumben","2"
"124","amygdala","2"
"124","neonat","1"
"124","prefront","2"
"124","upon","3"
"124","advers","1"
"124","cfos","3"
"124","nuclei","2"
"124","charg","1"
"124","coron","1"
"124","fix","1"
"124","juvenil","1"
"124","motiv","1"
"124","neuroendocrin","1"
"124","offens","1"
"124","paraventricular","2"
"124","peer","1"
"124","playfight","1"
"124","profound","1"
"124","septum","1"
"125","alter","1"
"125","associ","1"
"125","behavior","4"
"125","cognit","1"
"125","differ","2"
"125","disord","1"
"125","effect","2"
"125","impair","1"
"125","present","1"
"125","symptom","2"
"125","system","1"
"125","test","1"
"125","two","1"
"125","addit","1"
"125","adult","1"
"125","also","1"
"125","brain","1"
"125","contrast","1"
"125","depress","1"
"125","exhibit","2"
"125","found","1"
"125","may","1"
"125","week","1"
"125","chronic","4"
"125","differenti","1"
"125","diseas","3"
"125","function","1"
"125","health","1"
"125","lead","1"
"125","level","1"
"125","link","2"
"125","patholog","1"
"125","patient","2"
"125","progress","1"
"125","protein","1"
"125","sever","1"
"125","state","1"
"125","age","1"
"125","condit","2"
"125","repres","1"
"125","risk","1"
"125","elev","1"
"125","increas","1"
"125","male","1"
"125","model","2"
"125","rat","7"
"125","enhanc","1"
"125","find","1"
"125","neurodegen","1"
"125","show","1"
"125","thus","2"
"125","possibl","1"
"125","appear","1"
"125","clinic","1"
"125","dementia","1"
"125","diagnosi","1"
"125","follow","1"
"125","gene","1"
"125","measur","1"
"125","stress","10"
"125","alzheim","2"
"125","amyloid","1"
"125","signific","1"
"125","anxieti","3"
"125","factor","1"
"125","month","1"
"125","numer","1"
"125","compar","1"
"125","consequ","1"
"125","histori","1"
"125","without","1"
"125","examin","1"
"125","human","1"
"125","mani","1"
"125","neuropsychiatr","2"
"125","causal","1"
"125","address","1"
"125","prior","1"
"125","anxietylik","3"
"125","plusmaz","1"
"125","adrel","1"
"125","fear","3"
"125","transgen","1"
"125","contextu","2"
"125","freez","1"
"125","precursor","1"
"125","advers","1"
"125","daili","1"
"125","wildtyp","1"
"125","mutant","1"
"125","appsw","1"
"125","coexpress","1"
"125","fearlik","1"
"125","footshock","1"
"125","footshockinduc","1"
"125","immedi","1"
"125","nonstress","2"
"125","presenilin","1"
"125","psδe","1"
"125","reexposur","1"
"125","restraint","2"
"125","tgfad","3"
"125","tg ","1"
"125","tg rat","2"
"126","alter","2"
"126","associ","1"
"126","two","1"
"126","also","1"
"126","casup","4"
"126","character","1"
"126","develop","1"
"126","express","1"
"126","import","1"
"126","mediat","1"
"126","physiolog","1"
"126","play","1"
"126","respons","2"
"126","role","2"
"126","sup","4"
"126","can","1"
"126","diseas","1"
"126","function","2"
"126","metabol","2"
"126","protein","6"
"126","review","3"
"126","sever","1"
"126","state","1"
"126","augment","1"
"126","includ","1"
"126","report","1"
"126","risk","1"
"126","summar","1"
"126","experiment","1"
"126","increas","1"
"126","inform","1"
"126","model","2"
"126","enhanc","1"
"126","recent","1"
"126","dysfunct","1"
"126","knowledg","1"
"126","research","1"
"126","accumul","1"
"126","indic","1"
"126","current","1"
"126","pathophysiolog","1"
"126","therefor","1"
"126","biochem","1"
"126","etiolog","1"
"126","cardiovascular","1"
"126","dyslipidemia","1"
"126","insulin","1"
"126","resist","1"
"126","syndrom","2"
"126","consequ","1"
"126","sustain","1"
"126","focus","1"
"126","kinas","8"
"126","deleteri","1"
"126","abnorm","1"
"126","viscer","1"
"126","fat","1"
"126","account","1"
"126","sympathet","1"
"126","dietinduc","2"
"126","prediabet","6"
"126","calmodulindepend","3"
"126","cardiac","1"
"126","cardiomyocyt","1"
"126","cardiomyopathi","4"
"126","handl","1"
"126","outlin","1"
"126","subadrenoceptor","1"
"126","tale","1"
"126","tone","1"
"126","βadrenerg","1"
"126","βsub","1"
"127","central","1"
"127","cognit","4"
"127","disord","2"
"127","effect","3"
"127","impair","4"
"127","induc","1"
"127","isol","1"
"127","nervous","1"
"127","system","1"
"127","use","1"
"127","addit","1"
"127","astrocyt","1"
"127","brain","3"
"127","critic","1"
"127","describ","2"
"127","develop","1"
"127","direct","1"
"127","evid","1"
"127","involv","3"
"127","mechan","1"
"127","mediat","1"
"127","neuron","1"
"127","oxid","1"
"127","play","1"
"127","role","2"
"127","type","1"
"127","can","1"
"127","common","1"
"127","discuss","1"
"127","diseas","1"
"127","identif","1"
"127","impact","1"
"127","inflamm","1"
"127","like","1"
"127","molecul","1"
"127","protein","1"
"127","marker","1"
"127","well","1"
"127","base","1"
"127","exacerb","1"
"127","howev","1"
"127","increas","1"
"127","potenti","1"
"127","toxic","2"
"127","therapeut","1"
"127","communic","1"
"127","plasma","1"
"127","relationship","1"
"127","accumul","1"
"127","cell","2"
"127","diagnost","1"
"127","initi","1"
"127","literatur","1"
"127","other","1"
"127","specif","1"
"127","reactiv","1"
"127","stress","1"
"127","alzheim","1"
"127","microglia","1"
"127","neurodegener","3"
"127","neuroinflamm","1"
"127","neurotox","2"
"127","neurolog","2"
"127","glial","1"
"127","environment","1"
"127","exposur","1"
"127","origin","1"
"127","pollut","5"
"127","previous","1"
"127","human","1"
"127","recogn","1"
"127","propag","1"
"127","avail","1"
"127","focus","1"
"127","extracellular","2"
"127","compon","2"
"127","cns","2"
"127","size","1"
"127","intercellular","1"
"127","vesicl","2"
"127","air","7"
"127","neuralderiv","2"
"127","pollutionrel","2"
"128","activ","1"
"128","cognit","1"
"128","disord","4"
"128","induc","1"
"128","system","2"
"128","treatment","1"
"128","work","1"
"128","brain","2"
"128","depress","2"
"128","describ","1"
"128","event","2"
"128","import","1"
"128","neuron","1"
"128","oxid","2"
"128","releas","1"
"128","respons","1"
"128","affect","1"
"128","can","1"
"128","common","1"
"128","damag","1"
"128","diseas","1"
"128","due","1"
"128","function","1"
"128","inflamm","1"
"128","inflammatori","2"
"128","patient","2"
"128","sever","1"
"128","mental","2"
"128","psychiatr","1"
"128","chang","1"
"128","general","1"
"128","increas","1"
"128","part","1"
"128","suggest","1"
"128","therapeut","1"
"128","biomark","1"
"128","communic","1"
"128","major","3"
"128","plasma","1"
"128","popul","1"
"128","possibl","1"
"128","case","1"
"128","diagnost","1"
"128","pathway","2"
"128","tool","1"
"128","henc","1"
"128","indic","1"
"128","stress","2"
"128","one","1"
"128","produc","1"
"128","immun","2"
"128","cytokin","1"
"128","proinflammatori","1"
"128","classif","1"
"128","serv","1"
"128","consequ","1"
"128","option","1"
"128","ill","1"
"128","process","1"
"128","hormon","1"
"128","identifi","1"
"128","excitotox","1"
"128","execut","1"
"128","neuroendocrin","1"
"128","inher","1"
"128","mdd","4"
"128","occurr","1"
"129","caus","1"
"129","cognit","1"
"129","disord","2"
"129","induc","1"
"129","two","1"
"129","use","1"
"129","allow","2"
"129","character","1"
"129","close","2"
"129","complet","1"
"129","develop","1"
"129","dynam","1"
"129","investig","3"
"129","loss","1"
"129","mechan","1"
"129","neuron","1"
"129","signal","1"
"129","can","1"
"129","challeng","1"
"129","damag","1"
"129","discuss","1"
"129","diseas","2"
"129","due","2"
"129","molecul","3"
"129","protein","1"
"129","review","1"
"129","sever","3"
"129","cellular","2"
"129","death","1"
"129","experiment","1"
"129","inhibit","1"
"129","studi","1"
"129","toxic","2"
"129","drug","2"
"129","recent","1"
"129","therapeut","3"
"129","thus","1"
"129","although","1"
"129","explor","2"
"129","realtim","1"
"129","research","1"
"129","time","1"
"129","cell","1"
"129","clinic","1"
"129","pathway","2"
"129","tool","1"
"129","henc","1"
"129","measur","1"
"129","memori","1"
"129","water","1"
"129","aggreg","5"
"129","alzheim","2"
"129","amyloid","1"
"129","aβ","9"
"129","conform","1"
"129","membran","2"
"129","peptid","2"
"129","plaqu","1"
"129","bind","2"
"129","context","1"
"129","strategi","2"
"129","therefor","1"
"129","elucid","1"
"129","neurotox","1"
"129","target","1"
"129","capabl","1"
"129","comput","2"
"129","detail","1"
"129","ion","1"
"129","properti","1"
"129","good","1"
"129","beta","1"
"129","calcium","1"
"129","molecular","2"
"129","futur","1"
"129","previous","1"
"129","rapid","1"
"129","inhibitor","1"
"129","intracellular","1"
"129","novel","1"
"129","near","1"
"129","crucial","1"
"129","integr","1"
"129","identifi","2"
"129","small","1"
"129","format","2"
"129","space","1"
"129","remov","1"
"129","discoveri","1"
"129","resolut","1"
"129","experi","2"
"129","recommend","1"
"129","candid","2"
"129","reli","1"
"129","face","1"
"129","techniqu","1"
"129","simul","2"
"129","metal","1"
"129","overview","1"
"129","map","1"
"129","fibril","1"
"129","trace","1"
"129","intrins","2"
"129","antiad","1"
"129","assist","2"
"129","atom","1"
"129","charact","1"
"129","complement","1"
"129","contact","1"
"129","difficulti","1"
"129","failur","1"
"129","gabapentin","1"
"129","motion","1"
"129","octahydroisoquinolinhylethanamin","1"
"129","oligom","4"
"129","spaceaverag","1"
"129","synaptotox","1"
"130","activ","1"
"130","alter","3"
"130","associ","1"
"130","caus","1"
"130","compound","1"
"130","differ","1"
"130","disord","1"
"130","effect","3"
"130","present","1"
"130","treatment","2"
"130","two","1"
"130","use","2"
"130","allow","1"
"130","character","1"
"130","direct","1"
"130","establish","2"
"130","evid","1"
"130","express","1"
"130","involv","3"
"130","may","2"
"130","mechan","2"
"130","mediat","1"
"130","physiolog","2"
"130","role","2"
"130","sex","1"
"130","signal","1"
"130","affect","1"
"130","can","1"
"130","diabet","1"
"130","diseas","1"
"130","endocrin","1"
"130","function","1"
"130","imbal","1"
"130","like","2"
"130","metabol","2"
"130","patholog","2"
"130","state","1"
"130","biolog","1"
"130","condit","2"
"130","influenc","1"
"130","modul","1"
"130","moreov","1"
"130","occur","1"
"130","regul","1"
"130","well","1"
"130","base","1"
"130","male","1"
"130","prevent","1"
"130","recent","1"
"130","sinc","1"
"130","achiev","1"
"130","aim","2"
"130","knowledg","1"
"130","research","2"
"130","approach","2"
"130","besid","1"
"130","cell","1"
"130","clinic","1"
"130","pathway","1"
"130","specif","2"
"130","treat","1"
"130","area","1"
"130","contribut","1"
"130","current","1"
"130","particular","1"
"130","therapi","2"
"130","enzym","1"
"130","situat","1"
"130","therefor","1"
"130","complex","1"
"130","new","1"
"130","biosynthesi","1"
"130","gestat","1"
"130","organ","1"
"130","paper","1"
"130","control","1"
"130","sensit","1"
"130","implic","1"
"130","insulin","1"
"130","syndrom","1"
"130","consequ","1"
"130","mani","3"
"130","novel","1"
"130","concern","1"
"130","still","1"
"130","updat","1"
"130","disturb","1"
"130","hormon","1"
"130","emerg","1"
"130","restor","1"
"130","unexplor","1"
"130","way","2"
"130","healthi","1"
"130","proper","1"
"130","supplement","1"
"130","clinician","1"
"130","benefici","1"
"130","mellitus","1"
"130","tissu","1"
"130","action","1"
"130","design","1"
"130","given","1"
"130","abnorm","1"
"130","continu","1"
"130","synthesi","1"
"130","amelior","1"
"130","medic","2"
"130","discoveri","1"
"130","pharmacolog","1"
"130","account","1"
"130","usual","1"
"130","altern","1"
"130","candid","1"
"130","natur","1"
"130","transduct","1"
"130","name","1"
"130","reproduct","1"
"130","ratio","5"
"130","outlin","1"
"130","androgen","1"
"130","aromatas","1"
"130","classic","1"
"130","dchiroin","8"
"130","dchiroinositol","1"
"130","deepli","1"
"130","discov","1"
"130","endocrinolog","1"
"130","ensur","1"
"130","estrogen","2"
"130","fertil","1"
"130","gdm","1"
"130","gynecolog","1"
"130","hitherto","1"
"130","inositol","7"
"130","inositolrel","1"
"130","insulininduc","1"
"130","myoin","6"
"130","myoinositol","1"
"130","opposit","1"
"130","ovari","2"
"130","ovarian","1"
"130","pcos","2"
"130","polycyst","1"
"130","pool","1"
"130","scrutini","1"
"130","sperm","1"
"130","steroidogenesi","2"
"130","tailor","1"
"130","testosteron","1"
"130","thecal","1"
"130","welltoler","1"
"131","alter","3"
"131","anim","1"
"131","disord","3"
"131","induc","1"
"131","system","1"
"131","brain","3"
"131","develop","4"
"131","evid","1"
"131","involv","1"
"131","may","3"
"131","mechan","1"
"131","result","1"
"131","role","1"
"131","sex","1"
"131","differenti","1"
"131","function","1"
"131","level","1"
"131","preval","1"
"131","review","2"
"131","influenc","2"
"131","chang","2"
"131","increas","2"
"131","model","1"
"131","suggest","1"
"131","data","1"
"131","idea","1"
"131","might","1"
"131","show","1"
"131","accord","1"
"131","possibl","2"
"131","relationship","1"
"131","research","1"
"131","will","1"
"131","clinic","1"
"131","genet","1"
"131","propos","1"
"131","support","1"
"131","contribut","1"
"131","structur","1"
"131","implic","1"
"131","human","2"
"131","neuropsychiatr","3"
"131","basic","1"
"131","hormon","1"
"131","neurotransmitt","4"
"131","way","2"
"131","woman","1"
"131","given","1"
"131","perman","1"
"131","orient","4"
"131","medic","1"
"131","articl","1"
"131","pharmacolog","1"
"131","prefer","1"
"131","sexual","4"
"131","pregnant","1"
"131","chanc","1"
"131","fetus","1"
"131","hormonemedi","1"
"131","neurohormon","1"
"131","nonheterosexu","2"
"131","theori","1"
"131","womb","1"
"132","anim","3"
"132","associ","2"
"132","avoid","1"
"132","cognit","1"
"132","disord","1"
"132","effect","2"
"132","extract","1"
"132","present","2"
"132","work","1"
"132","addit","1"
"132","depress","1"
"132","determin","1"
"132","develop","1"
"132","end","1"
"132","exhibit","1"
"132","express","1"
"132","result","2"
"132","sex","1"
"132","declin","1"
"132","decreas","2"
"132","improv","1"
"132","metabol","1"
"132","nutrit","1"
"132","serum","2"
"132","whether","1"
"132","age","1"
"132","increas","1"
"132","male","1"
"132","rat","6"
"132","studi","1"
"132","begin","1"
"132","prevent","2"
"132","show","2"
"132","aim","1"
"132","group","1"
"132","yet","1"
"132","accumul","1"
"132","acid","1"
"132","gene","1"
"132","oil","1"
"132","intern","1"
"132","gestat","1"
"132","lactat","2"
"132","mother","1"
"132","offspr","4"
"132","protect","3"
"132","mouth","1"
"132","matern","6"
"132","neurolog","1"
"132","pregnanc","3"
"132","compar","2"
"132","receiv","1"
"132","rise","1"
"132","homeostasi","1"
"132","glucos","2"
"132","insulin","1"
"132","obes","1"
"132","bodi","2"
"132","phenotyp","1"
"132","outcom","1"
"132","still","1"
"132","healthi","1"
"132","supplement","5"
"132","benefici","1"
"132","intervent","1"
"132","enrich","1"
"132","expos","1"
"132","action","1"
"132","weight","2"
"132","consumpt","1"
"132","deleteri","1"
"132","diet","5"
"132","wistar","1"
"132","nevertheless","1"
"132","fat","1"
"132","triglycerid","1"
"132","independ","1"
"132","recommend","1"
"132","program","1"
"132","highfat","1"
"132","fed","2"
"132","intoler","1"
"132","wean","1"
"132","pregnant","1"
"132","monthold","1"
"132","liver","1"
"132","chow","2"
"132","fchfhs","3"
"132","highcalori","1"
"132","highsugar","1"
"132","standard","2"
"132","dietinduc","1"
"132","obesogen","1"
"132","leptin","1"
"132","steatosi","2"
"132","hepat","4"
"132","dha","6"
"132","dhafchfh","1"
"132","docosahexaeno","1"
"132","fish","1"
"132","freechoic","1"
"132","lipogen","1"
"132","placebo","1"
"132","postpartum","1"
"132","pup","1"
"132","sal","1"
"132","salfchfh","1"
"132","salin","2"
"133","caus","1"
"133","differ","1"
"133","disord","1"
"133","effect","4"
"133","use","1"
"133","allow","1"
"133","critic","1"
"133","evid","1"
"133","mechan","3"
"133","play","1"
"133","provid","1"
"133","role","1"
"133","signal","1"
"133","suppli","1"
"133","affect","2"
"133","diabet","1"
"133","diseas","1"
"133","health","1"
"133","high","2"
"133","impact","1"
"133","intak","2"
"133","link","2"
"133","metabol","2"
"133","sever","1"
"133","age","1"
"133","biolog","1"
"133","influenc","1"
"133","well","2"
"133","chang","1"
"133","howev","1"
"133","increas","1"
"133","model","2"
"133","studi","2"
"133","show","1"
"133","shown","1"
"133","thus","1"
"133","genet","1"
"133","specif","1"
"133","balanc","1"
"133","lipid","2"
"133","factor","3"
"133","target","1"
"133","depend","1"
"133","organ","2"
"133","whose","1"
"133","detail","1"
"133","dysregul","1"
"133","understand","1"
"133","key","1"
"133","molecular","3"
"133","precis","1"
"133","environment","1"
"133","glucos","1"
"133","mani","1"
"133","process","1"
"133","remain","1"
"133","unknown","1"
"133","vivo","1"
"133","deleteri","1"
"133","diet","2"
"133","agerel","1"
"133","amelior","1"
"133","demand","1"
"133","lifespan","6"
"133","regulatori","1"
"133","dietari","3"
"133","success","1"
"133","carbohydr","2"
"133","nutrient","2"
"133","overview","1"
"133","whole","1"
"133","lifestyl","1"
"133","caenorhabd","1"
"133","carbohydratelipid","1"
"133","causat","1"
"133","elegan","3"
"133","healthspan","1"
"133","highcarbohydr","1"
"133","highglucos","1"
"133","highlipid","1"
"133","lipidinduc","1"
"133","longev","2"
"134","disord","2"
"134","evalu","2"
"134","treatment","2"
"134","brain","1"
"134","develop","1"
"134","may","1"
"134","mechan","1"
"134","observ","3"
"134","respons","1"
"134","role","1"
"134","diseas","4"
"134","function","1"
"134","impact","1"
"134","improv","5"
"134","lead","1"
"134","patient","6"
"134","progress","1"
"134","sever","1"
"134","state","2"
"134","dysbiosi","1"
"134","gut","1"
"134","includ","1"
"134","intestin","2"
"134","manifest","1"
"134","part","1"
"134","studi","2"
"134","among","1"
"134","neurodegen","1"
"134","recent","1"
"134","show","2"
"134","therapeut","1"
"134","aim","1"
"134","possibl","1"
"134","scale","1"
"134","score","1"
"134","case","1"
"134","follow","3"
"134","initi","1"
"134","motor","8"
"134","parkinson","3"
"134","reduc","1"
"134","respect","1"
"134","total","1"
"134","therapi","3"
"134","strategi","1"
"134","complex","1"
"134","day","2"
"134","delay","1"
"134","microbiota","1"
"134","month","1"
"134","oral","1"
"134","select","1"
"134","receiv","1"
"134","frequent","1"
"134","resist","1"
"134","start","1"
"134","benefit","1"
"134","unifi","1"
"134","deep","1"
"134","stimul","1"
"134","year","1"
"134","trial","1"
"134","identifi","1"
"134","confirm","1"
"134","point","1"
"134","enrol","1"
"134","≥","1"
"134","prior","1"
"134","abnorm","1"
"134","medic","1"
"134","pharmacolog","2"
"134","rate","1"
"134","dystonia","1"
"134","movement","1"
"134","statist","1"
"134","video","1"
"134","dyskinesia","6"
"134","robust","2"
"134","sodium","1"
"134","durat","2"
"134","perceiv","1"
"134","clarifi","1"
"134","mark","1"
"134","phosphat","1"
"134","moder","2"
"134","absorpt","1"
"134","adjust","2"
"134","blind","1"
"134","consecut","1"
"134","decontamin","2"
"134","enema","1"
"134","fluctuat","6"
"134","glycol","1"
"134","levodopa","2"
"134","levodopainduc","1"
"134","mdsupdr","1"
"134","mdsupdrsiv","1"
"134","polyethylen","1"
"134","rifaximin","1"
"134","societi","1"
"134","sometim","1"
"135","activ","2"
"135","analyz","1"
"135","anim","1"
"135","cognit","5"
"135","differ","1"
"135","effect","2"
"135","evalu","1"
"135","field","1"
"135","impair","1"
"135","induc","1"
"135","present","1"
"135","treatment","1"
"135","two","1"
"135","use","2"
"135","brain","1"
"135","cortex","3"
"135","depress","3"
"135","direct","1"
"135","either","1"
"135","induct","1"
"135","mechan","1"
"135","neural","1"
"135","observ","1"
"135","provid","1"
"135","result","1"
"135","can","1"
"135","diseas","2"
"135","function","3"
"135","improv","1"
"135","patient","3"
"135","sever","2"
"135","chang","2"
"135","howev","1"
"135","model","1"
"135","potenti","1"
"135","studi","3"
"135","viabl","1"
"135","show","2"
"135","shown","3"
"135","aim","1"
"135","assess","1"
"135","group","4"
"135","mild","3"
"135","score","2"
"135","subject","2"
"135","time","1"
"135","area","1"
"135","measur","1"
"135","reduc","1"
"135","alzheim","2"
"135","one","1"
"135","signific","3"
"135","healthcar","1"
"135","gamma","4"
"135","produc","1"
"135","day","2"
"135","month","2"
"135","pathogen","1"
"135","modifi","1"
"135","compar","1"
"135","power","1"
"135","receiv","1"
"135","fast","2"
"135","without","1"
"135","human","1"
"135","outcom","1"
"135","particip","1"
"135","stimul","3"
"135","frequenc","2"
"135","four","1"
"135","trial","1"
"135","identifi","1"
"135","bbackground","1"
